"","x"
"352",777.879711522506
"353",778.172785890273
"354",778.464414325273
"355",778.754604016451
"356",779.043362117468
"357",779.330695746796
"358",779.616611987969
"359",779.901117889697
"360",780.18422046606
"361",780.465926696671
"362",780.746243526839
"363",781.025177867749
"364",781.302736596608
"365",781.578926556824
"366",781.853754558155
"367",782.127227376901
"368",782.399351756023
"369",782.670134405362
"370",782.939582001749
"371",783.207701189174
"372",783.474498578982
"373",783.73998074997
"374",784.004154248605
"375",784.267025589172
"376",784.528601253856
"377",784.788887693012
"378",785.047891325244
"379",785.305618537565
"380",785.562075685589
"381",785.817269093646
"382",786.071205054924
"383",786.323889831687
"384",786.575329655351
"385",786.825530726665
"386",787.074499215879
"387",787.322241262841
"388",787.568762977203
"389",787.814070438536
"390",788.058169696453
"391",788.301066770816
"392",788.542767651846
"393",788.783278300233
"394",789.022604647352
"395",789.260752595341
"396",789.497728017292
"397",789.733536757363
"398",789.968184630916
"399",790.201677424676
"400",790.434020896859
"401",790.665220777315
"402",790.895282767659
"403",791.124212541426
"404",791.352015744169
"405",791.578697993641
"406",791.804264879917
"407",792.028721965494
"408",792.252074785487
"409",792.474328847698
"410",792.695489632792
"411",792.915562594426
"412",793.134553159344
"413",793.352466727554
"414",793.569308672446
"415",793.785084340889
"416",793.999799053412
"417",794.213458104289
"418",794.426066761689
"419",794.637630267791
"420",794.848153838921
"421",795.057642665673
"422",795.266101913058
"423",795.473536720559
"424",795.679952202331
"425",795.885353447314
"426",796.089745519293
"427",796.293133457098
"428",796.495522274677
"429",796.696916961238
"430",796.897322481369
"431",797.096743775152
"432",797.295185758259
"433",797.492653322145
"434",797.689151334064
"435",797.884684637268
"436",798.079258051104
"437",798.272876371092
"438",798.465544369095
"439",798.657266793415
"440",798.848048368867
"441",799.037893796973
"442",799.226807756014
"443",799.414794901152
"444",799.601859864575
"445",799.78800725556
"446",799.973241660638
"447",800.157567643661
"448",800.340989745931
"449",800.523512486319
"450",800.705140361362
"451",800.885877845358
"452",801.065729390509
"453",801.244699427011
"454",801.422792363145
"455",801.600012585414
"456",801.776364458642
"457",801.951852326049
"458",802.126480509398
"459",802.300253309081
"460",802.473175004213
"461",802.645249852773
"462",802.816482091651
"463",802.9868759368
"464",803.156435583325
"465",803.325165205555
"466",803.493068957194
"467",803.660150971388
"468",803.826415360833
"469",803.991866217885
"470",804.156507614629
"471",804.320343603015
"472",804.483378214954
"473",804.645615462376
"474",804.80705933737
"475",804.967713812269
"476",805.127582839722
"477",805.286670352839
"478",805.444980265248
"479",805.602516471191
"480",805.75928284563
"481",805.915283244368
"482",806.070521504072
"483",806.225001442438
"484",806.378726858251
"485",806.531701531468
"486",806.683929223354
"487",806.835413676493
"488",806.986158614979
"489",807.136167744439
"490",807.285444752118
"491",807.433993307026
"492",807.581817059984
"493",807.728919643704
"494",807.875304672923
"495",808.020975744442
"496",808.165936437244
"497",808.310190312574
"498",808.453740914016
"499",808.596591767608
"500",808.738746381888
"501",808.880208248
"502",809.020980839787
"503",809.161067613878
"504",809.300472009724
"505",809.439197449761
"506",809.577247339435
"507",809.714625067296
"508",809.851334005101
"509",809.987377507865
"510",810.122758913969
"511",810.257481545249
"512",810.391548707023
"513",810.524963688239
"514",810.657729761529
"515",810.789850183267
"516",810.921328193666
"517",811.052167016886
"518",811.182369861051
"519",811.311939918383
"520",811.440880365268
"521",811.569194362288
"522",811.696885054377
"523",811.823955570812
"524",811.950409025376
"525",812.076248516368
"526",812.201477126698
"527",812.32609792398
"528",812.450113960603
"529",812.573528273753
"530",812.696343885585
"531",812.818563803197
"532",812.940191018781
"533",813.061228509654
"534",813.181679238342
"535",813.301546152638
"536",813.420832185717
"537",813.539540256152
"538",813.657673268025
"539",813.775234110995
"540",813.892225660323
"541",814.008650777033
"542",814.124512307893
"543",814.239813085512
"544",814.354555928453
"545",814.468743641245
"546",814.582379014458
"547",814.695464824823
"548",814.808003835228
"549",814.919998794844
"550",815.031452439177
"551",815.142367490093
"552",815.252746655972
"553",815.362592631669
"554",815.471908098675
"555",815.580695725111
"556",815.688958165857
"557",815.796698062552
"558",815.903918043713
"559",816.010620724763
"560",816.116808708127
"561",816.222484583259
"562",816.327650926747
"563",816.432310302331
"564",816.536465261029
"565",816.640118341109
"566",816.74327206824
"567",816.84592895551
"568",816.948091503493
"569",817.049762200298
"570",817.150943521686
"571",817.251637931034
"572",817.3518478795
"573",817.451575806003
"574",817.550824137334
"575",817.649595288183
"576",817.747891661223
"577",817.845715647163
"578",817.943069624776
"579",818.039955961005
"580",818.136377011
"581",818.232335118173
"582",818.327832614246
"583",818.422871819353
"584",818.517455042018
"585",818.611584579299
"586",818.705262716796
"587",818.798491728699
"588",818.891273877884
"589",818.983611415942
"590",819.075506583222
"591",819.166961608911
"592",819.257978711104
"593",819.348560096789
"594",819.438707961991
"595",819.528424491774
"596",819.617711860277
"597",819.70657223083
"598",819.795007755956
"599",819.883020577432
"600",819.970612826376
"601",820.057786623248
"602",820.144544077933
"603",820.230887289824
"604",820.316818347768
"605",820.402339330258
"606",820.487452305383
"607",820.572159330897
"608",820.656462454314
"609",820.740363712904
"610",820.823865133784
"611",820.906968733945
"612",820.989676520306
"613",821.071990489765
"614",821.153912629256
"615",821.235444915779
"616",821.316589316485
"617",821.397347788675
"618",821.4777222799
"619",821.557714727951
"620",821.637327060983
"621",821.716561197476
"622",821.795419046355
"623",821.873902507004
"624",821.952013469298
"625",822.029753813703
"626",822.107125411252
"627",822.184130123665
"628",822.260769803333
"629",822.337046293385
"630",822.412961427768
"631",822.488517031234
"632",822.563714919427
"633",822.638556898907
"634",822.713044767205
"635",822.787180312878
"636",822.860965315532
"637",822.934401545852
"638",823.007490765698
"639",823.080234728133
"640",823.152635177397
"641",823.224693849059
"642",823.296412469987
"643",823.367792758407
"644",823.438836423951
"645",823.509545167718
"646",823.57992068226
"647",823.649964651697
"648",823.719678751702
"649",823.789064649573
"650",823.858124004259
"651",823.926858466387
"652",823.995269678369
"653",824.063359274358
"654",824.131128880342
"655",824.19858011417
"656",824.265714585593
"657",824.332533896291
"658",824.399039639936
"659",824.46523340223
"660",824.531116760909
"661",824.596691285824
"662",824.66195853897
"663",824.726920074498
"664",824.791577438805
"665",824.855932170514
"666",824.919985800558
"667",824.983739852199
"668",825.047195841056
"669",825.110355275166
"670",825.173219655015
"671",825.235790473557
"672",825.298069216268
"673",825.360057361184
"674",825.421756378923
"675",825.483167732759
"676",825.5442928786
"677",825.605133265078
"678",825.665690333547
"679",825.725965518149
"680",825.785960245824
"681",825.845675936378
"682",825.905114002461
"683",825.964275849683
"684",826.023162876573
"685",826.081776474656
"686",826.140118028489
"687",826.198188915664
"688",826.255990506876
"689",826.313524165946
"690",826.370791249852
"691",826.427793108742
"692",826.484531086037
"693",826.541006518371
"694",826.597220735694
"695",826.653175061285
"696",826.708870811757
"697",826.764309297159
"698",826.819491820911
"699",826.874419679925
"700",826.92909416461
"701",826.983516558864
"702",827.037688140177
"703",827.091610179597
"704",827.1452839418
"705",827.19871068511
"706",827.25189166154
"707",827.304828116803
"708",827.357521290366
"709",827.409972415464
"710",827.462182719135
"711",827.514153422268
"712",827.565885739597
"713",827.617380879785
"714",827.66864004539
"715",827.719664432945
"716",827.770455232961
"717",827.821013629985
"718",827.871340802589
"719",827.921437923435
"720",827.971306159298
"721",828.020946671068
"722",828.070360613815
"723",828.119549136786
"724",828.168513383479
"725",828.217254491625
"726",828.265773593222
"727",828.314071814609
"728",828.36215027643
"729",828.41001009371
"730",828.457652375862
"731",828.505078226737
"732",828.552288744587
"733",828.599285022193
"734",828.646068146819
"735",828.692639200231
"736",828.738999258808
"737",828.785149393465
"738",828.831090669745
"739",828.876824147851
"740",828.922350882615
"741",828.967671923585
"742",829.012788315017
"743",829.057701095915
"744",829.102411300047
"745",829.146919955994
"746",829.19122808713
"747",829.235336711711
"748",829.279246842837
"749",829.322959488524
"750",829.366475651712
"751",829.409796330277
"752",829.452922517091
"753",829.495855200015
"754",829.538595361923
"755",829.581143980752
"756",829.623502029515
"757",829.665670476322
"758",829.707650284398
"759",829.749442412121
"760",829.79104781303
"761",829.832467435891
"762",829.873702224653
"763",829.914753118517
"764",829.955621051968
"765",829.996306954759
"766",830.036811751979
"767",830.077136364041
"768",830.117281706699
"769",830.157248691142
"770",830.197038223918
"771",830.236651207025
"772",830.276088537905
"773",830.315351109481
"774",830.354439810167
"775",830.393355523914
"776",830.432099130188
"777",830.470671504036
"778",830.509073516106
"779",830.547306032609
"780",830.585369915427
"781",830.623266022086
"782",830.660995205778
"783",830.698558315396
"784",830.73595619553
"785",830.773189686535
"786",830.810259624526
"787",830.847166841374
"788",830.883912164766
"789",830.920496418223
"790",830.956920421086
"791",830.993184988561
"792",831.029290931766
"793",831.065239057702
"794",831.101030169285
"795",831.13666506542
"796",831.172144540918
"797",831.207469386631
"798",831.242640389385
"799",831.277658332041
"800",831.312523993513
"801",831.347238148764
"802",831.381801568851
"803",831.416215020961
"804",831.450479268348
"805",831.484595070468
"806",831.518563182907
"807",831.552384357427
"808",831.58605934203
"809",831.619588880905
"810",831.652973714477
"811",831.686214579463
"812",831.719312208815
"813",831.752267331792
"814",831.785080673994
"815",831.817752957317
"816",831.850284900035
"817",831.882677216766
"818",831.91493061853
"819",831.947045812754
"820",831.979023503274
"821",832.010864390374
"822",832.042569170799
"823",832.074138537776
"824",832.105573181001
"825",832.136873786715
"826",832.168041037654
"827",832.199075613123
"828",832.229978188993
"829",832.260749437681
"830",832.291390028241
"831",832.321900626333
"832",832.352281894225
"833",832.382534490858
"834",832.412659071837
"835",832.44265628943
"836",832.472526792629
"837",832.50227122711
"838",832.531890235304
"839",832.561384456384
"840",832.590754526277
"841",832.620001077705
"842",832.649124740191
"843",832.678126140035
"844",832.707005900402
"845",832.735764641288
"846",832.764402979543
"847",832.792921528907
"848",832.821320899985
"849",832.849601700322
"850",832.877764534372
"851",832.905810003499
"852",832.933738706066
"853",832.961551237383
"854",832.989248189728
"855",833.0168301524
"856",833.044297711707
"857",833.071651450971
"858",833.098891950591
"859",833.126019787978
"860",833.15303553764
"861",833.179939771191
"862",833.206733057316
"863",833.233415961824
"864",833.259989047671
"865",833.28645287493
"866",833.312808000874
"867",833.339054979911
"868",833.365194363653
"869",833.391226700922
"870",833.41715253774
"871",833.442972417372
"872",833.468686880327
"873",833.494296464358
"874",833.519801704501
"875",833.545203133088
"876",833.570501279723
"877",833.595696671337
"878",833.620789832197
"879",833.645781283891
"880",833.670671545371
"881",833.695461132955
"882",833.720150560326
"883",833.744740338577
"884",833.769230976209
"885",833.793622979114
"886",833.817916850655
"887",833.842113091599
"888",833.866212200189
"889",833.890214672158
"890",833.914121000677
"891",833.937931676444
"892",833.961647187674
"893",833.985268020062
"894",834.00879465687
"895",834.032227578901
"896",834.055567264493
"897",834.078814189577
"898",834.101968827663
"899",834.125031649839
"900",834.148003124824
"901",834.170883718927
"902",834.193673896112
"903",834.216374117971
"904",834.238984843761
"905",834.261506530376
"906",834.283939632432
"907",834.306284602195
"908",834.328541889648
"909",834.3507119425
"910",834.372795206143
"911",834.394792123752
"912",834.416703136215
"913",834.438528682187
"914",834.460269198107
"915",834.481925118176
"916",834.503496874383
"917",834.524984896535
"918",834.546389612243
"919",834.567711446952
"920",834.588950823933
"921",834.610108164296
"922",834.631183887035
"923",834.652178408985
"924",834.67309214487
"925",834.693925507324
"926",834.714678906828
"927",834.735352751817
"928",834.75594744866
"929",834.7764634016
"930",834.796901012875
"931",834.81726068265
"932",834.837542809062
"933",834.857747788221
"934",834.877876014206
"935",834.897927879104
"936",834.917903773003
"937",834.937804084005
"938",834.957629198227
"939",834.977379499832
"940",834.997055371007
"941",835.016657192012
"942",835.03618534117
"943",835.055640194853
"944",835.075022127537
"945",835.094331511797
"946",835.113568718269
"947",835.132734115751
"948",835.151828071141
"949",835.170850949436
"950",835.189803113836
"951",835.208684925622
"952",835.227496744287
"953",835.246238927475
"954",835.264911830985
"955",835.283515808818
"956",835.302051213191
"957",835.320518394491
"958",835.338917701334
"959",835.357249480563
"960",835.375514077233
"961",835.393711834669
"962",835.411843094412
"963",835.429908196285
"964",835.447907478377
"965",835.465841277025
"966",835.48370992688
"967",835.501513760887
"968",835.51925311026
"969",835.536928304554
"970",835.554539671633
"971",835.572087537681
"972",835.589572227233
"973",835.606994063134
"974",835.624353366632
"975",835.641650457299
"976",835.658885653074
"977",835.676059270296
"978",835.693171623678
"979",835.710223026307
"980",835.727213789709
"981",835.744144223779
"982",835.761014636866
"983",835.777825335726
"984",835.794576625547
"985",835.811268809958
"986",835.827902191039
"987",835.844477069344
"988",835.860993743857
"989",835.877452512074
"990",835.89385366993
"991",835.910197511876
"992",835.926484330858
"993",835.942714418318
"994",835.9588880642
"995",835.975005556974
"996",835.991067183655
"997",836.007073229759
"998",836.023023979347
"999",836.038919715055
"1000",836.054760718054
"1001",836.070547268078
"1002",836.086279643421
"1003",836.101958120989
"1004",836.117582976229
"1005",836.133154483207
"1006",836.148672914586
"1007",836.164138541622
"1008",836.17955163418
"1009",836.194912460783
"1010",836.210221288526
"1011",836.225478383184
"1012",836.240684009133
"1013",836.255838429426
"1014",836.270941905768
"1015",836.285994698499
"1016",836.300997066662
"1017",836.315949267952
"1018",836.330851558738
"1019",836.345704194114
"1020",836.360507427822
"1021",836.375261512339
"1022",836.389966698833
"1023",836.404623237192
"1024",836.419231376024
"1025",836.43379136267
"1026",836.448303443183
"1027",836.462767862387
"1028",836.477184863842
"1029",836.491554689839
"1030",836.505877581451
"1031",836.520153778512
"1032",836.534383519625
"1033",836.548567042179
"1034",836.562704582335
"1035",836.57679637504
"1036",836.590842654068
"1037",836.604843651948
"1038",836.618799600065
"1039",836.632710728586
"1040",836.646577266515
"1041",836.660399441668
"1042",836.674177480717
"1043",836.687911609145
"1044",836.701602051289
"1045",836.715249030366
"1046",836.728852768391
"1047",836.742413486288
"1048",836.755931403827
"1049",836.76940673966
"1050",836.782839711314
"1051",836.796230535193
"1052",836.809579426614
"1053",836.822886599762
"1054",836.836152267749
"1055",836.849376642574
"1056",836.86255993516
"1057",836.875702355335
"1058",836.888804111876
"1059",836.901865412474
"1060",836.914886463734
"1061",836.927867471235
"1062",836.940808639493
"1063",836.953710171946
"1064",836.966572271043
"1065",836.979395138129
"1066",836.992178973576
"1067",837.004923976687
"1068",837.017630345749
"1069",837.030298278052
"1070",837.042927969864
"1071",837.055519616411
"1072",837.068073411976
"1073",837.080589549795
"1074",837.093068222141
"1075",837.105509620287
"1076",837.117913934529
"1077",837.130281354183
"1078",837.142612067596
"1079",837.154906262143
"1080",837.16716412423
"1081",837.179385839331
"1082",837.191571591941
"1083",837.203721565616
"1084",837.215835942978
"1085",837.227914905691
"1086",837.239958634509
"1087",837.251967309234
"1088",837.263941108754
"1089",837.275880211065
"1090",837.287784793189
"1091",837.299655031295
"1092",837.311491100608
"1093",837.323293175473
"1094",837.335061429338
"1095",837.346796034745
"1096",837.358497163372
"1097",837.37016498599
"1098",837.381799672517
"1099",837.393401391962
"1100",837.404970312503
"1101",837.41650660143
"1102",837.428010425176
"1103",837.439481949339
"1104",837.450921338618
"1105",837.462328756918
"1106",837.473704367274
"1107",837.485048331868
"1108",837.496360812084
"1109",837.507641968452
"1110",837.518891960673
"1111",837.530110947651
"1112",837.54129908744
"1113",837.552456537296
"1114",837.563583453685
"1115",837.57467999222
"1116",837.58574630776
"1117",837.596782554351
"1118",837.607788885225
"1119",837.61876545286
"1120",837.62971240894
"1121",837.64062990434
"1122",837.651518089194
"1123",837.662377112836
"1124",837.673207123855
"1125",837.68400827006
"1126",837.694780698497
"1127",837.705524555456
"1128",837.7162399865
"1129",837.726927136391
"1130",837.737586149184
"1131",837.748217168186
"1132",837.758820335954
"1133",837.769395794331
"1134",837.779943684396
"1135",837.790464146531
"1136",837.800957320391
"1137",837.811423344893
"1138",837.821862358259
"1139",837.832274497996
"1140",837.842659900876
"1141",837.853018703003
"1142",837.863351039751
"1143",837.873657045814
"1144",837.883936855187
"1145",837.894190601177
"1146",837.90441841638
"1147",837.914620432753
"1148",837.924796781529
"1149",837.934947593285
"1150",837.945072997922
"1151",837.955173124686
"1152",837.965248102116
"1153",837.975298058137
"1154",837.985323119976
"1155",837.995323414223
"1156",838.005299066812
"1157",838.015250203029
"1158",838.025176947497
"1159",838.035079424228
"1160",838.044957756554
"1161",838.05481206722
"1162",838.064642478276
"1163",838.074449111201
"1164",838.084232086816
"1165",838.093991525317
"1166",838.103727546287
"1167",838.113440268708
"1168",838.123129810916
"1169",838.13279629065
"1170",838.14243982505
"1171",838.152060530643
"1172",838.161658523348
"1173",838.171233918506
"1174",838.180786830839
"1175",838.190317374484
"1176",838.199825662995
"1177",838.209311809338
"1178",838.218775925898
"1179",838.228218124458
"1180",838.237638516246
"1181",838.247037211918
"1182",838.256414321542
"1183",838.265769954633
"1184",838.275104220125
"1185",838.284417226396
"1186",838.293709081267
"1187",838.302979891995
"1188",838.312229765295
"1189",838.32145880732
"1190",838.330667123674
"1191",838.33985481941
"1192",838.349021999063
"1193",838.358168766605
"1194",838.367295225461
"1195",838.376401478561
"1196",838.385487628254
"1197",838.394553776409
"1198",838.403600024309
"1199",838.412626472783
"1200",838.421633222082
"1201",838.430620371956
"1202",838.439588021657
"1203",838.448536269907
"1204",838.457465214908
"1205",838.466374954375
"1206",838.47526558551
"1207",838.484137204997
"1208",838.492989909044
"1209",838.501823793357
"1210",838.510638953121
"1211",838.519435483063
"1212",838.528213477396
"1213",838.536973029853
"1214",838.545714233691
"1215",838.554437181664
"1216",838.56314196606
"1217",838.571828678702
"1218",838.580497410898
"1219",838.589148253531
"1220",838.597781296978
"1221",838.606396631163
"1222",838.614994345538
"1223",838.623574529106
"1224",838.632137270386
"1225",838.64068265746
"1226",838.649210777943
"1227",838.657721718992
"1228",838.666215567339
"1229",838.674692409227
"1230",838.683152330472
"1231",838.691595416465
"1232",838.700021752106
"1233",838.708431421906
"1234",838.716824509918
"1235",838.725201099741
"1236",838.73356127457
"1237",838.741905117152
"1238",838.750232709811
"1239",838.758544134455
"1240",838.766839472529
"1241",838.775118805093
"1242",838.783382212792
"1243",838.791629775824
"1244",838.799861573979
"1245",838.808077686658
"1246",838.816278192806
"1247",838.824463171008
"1248",838.832632699403
"1249",838.840786855732
"1250",838.848925717361
"1251",838.857049361221
"1252",838.865157863859
"1253",838.873251301427
"1254",838.881329749664
"1255",838.889393283944
"1256",838.89744197923
"1257",838.905475910105
"1258",838.913495150757
"1259",838.921499775004
"1260",838.929489856263
"1261",838.93746546758
"1262",838.94542668162
"1263",838.953373570674
"1264",838.961306206648
"1265",838.969224661091
"1266",838.977129005166
"1267",838.985019309673
"1268",838.992895645042
"1269",839.000758081339
"1270",839.008606688273
"1271",839.016441535173
"1272",839.024262691039
"1273",839.032070224463
"1274",839.039864203735
"1275",839.04764469676
"1276",839.055411771095
"1277",839.063165493948
"1278",839.070905932189
"1279",839.078633152305
"1280",839.086347220479
"1281",839.094048202545
"1282",839.101736163959
"1283",839.109411169864
"1284",839.117073285084
"1285",839.12472257406
"1286",839.13235910094
"1287",839.139982929508
"1288",839.147594123238
"1289",839.15519274526
"1290",839.162778858385
"1291",839.170352525102
"1292",839.177913807556
"1293",839.185462767577
"1294",839.192999466694
"1295",839.200523966091
"1296",839.208036326628
"1297",839.215536608888
"1298",839.223024873101
"1299",839.230501179191
"1300",839.237965586782
"1301",839.245418155189
"1302",839.252858943395
"1303",839.260288010117
"1304",839.267705413714
"1305",839.275111212298
"1306",839.282505463632
"1307",839.289888225193
"1308",839.297259554194
"1309",839.304619507479
"1310",839.311968141672
"1311",839.319305513047
"1312",839.326631677606
"1313",839.33394669107
"1314",839.341250608849
"1315",839.348543486085
"1316",839.355825377615
"1317",839.363096338002
"1318",839.370356421523
"1319",839.377605682167
"1320",839.384844173644
"1321",839.392071949394
"1322",839.399289062579
"1323",839.406495566052
"1324",839.413691512433
"1325",839.420876954058
"1326",839.428051942961
"1327",839.435216530938
"1328",839.442370769519
"1329",839.44951470992
"1330",839.456648403146
"1331",839.463771899909
"1332",839.470885250648
"1333",839.477988505562
"1334",839.485081714579
"1335",839.492164927353
"1336",839.499238193303
"1337",839.506301561575
"1338",839.513355081064
"1339",839.520398800407
"1340",839.527432767989
"1341",839.534457031946
"1342",839.541471640175
"1343",839.548476640289
"1344",839.555472079676
"1345",839.562458005497
"1346",839.569434464607
"1347",839.576401503694
"1348",839.58335916913
"1349",839.590307507097
"1350",839.597246563522
"1351",839.604176384074
"1352",839.611097014206
"1353",839.618008499124
"1354",839.624910883799
"1355",839.63180421296
"1356",839.638688531142
"1357",839.645563882583
"1358",839.652430311347
"1359",839.65928786125
"1360",839.666136575851
"1361",839.672976498523
"1362",839.679807672393
